pickup_datetime,dropoff_datetime,pickup_date,pickup_year,pickup_month,pickup_day,pickup_hour,pickup_day_name,pickup_day_of_week,is_weekend,vendor_name,rate_code_label,payment_type_label,passenger_count_clean,passenger_count_group,trip_distance,trip_duration_minutes,fare_amount,tip_amount,tolls_amount,total_amount,congestion_surcharge,airport_fee,revenue_per_mile,fare_per_minute,tip_percentage,distance_bucket,duration_bucket,pickup_location_id,pickup_borough,pickup_zone,pickup_service_zone,dropoff_location_id,dropoff_borough,dropoff_zone,dropoff_service_zone,is_high_value_trip,is_long_distance_trip,is_long_duration_trip
2024-01-14 17:29:16,2024-01-14 17:39:17,2024-01-14,2024,1,14,17,Sunday,6,True,VeriFone Inc.,Unknown,Unknown,0,Unknown,1.48,10.016666666666667,9.26,0.0,0.0,13.26,,,8.95945945945946,0.9244592346089849,0.0,1-3 miles,10-20 min,262,Manhattan,Yorkville East,Yellow Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-03 11:54:07,2024-01-03 12:18:32,2024-01-03,2024,1,3,11,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.82,24.416666666666668,20.5,4.9,0.0,29.4,2.5,0.0,16.153846153846153,0.8395904436860068,23.902439024390247,1-3 miles,20-30 min,170,Manhattan,Murray Hill,Yellow Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-16 18:29:44,2024-01-16 18:37:16,2024-01-16,2024,1,16,18,Tuesday,1,False,Creative Mobile Technologies,Standard rate,Cash,1,Solo,1.0,7.533333333333333,8.6,0.0,0.0,15.1,2.5,0.0,15.1,1.1415929203539823,0.0,0-1 miles,5-10 min,164,Manhattan,Midtown South,Yellow Zone,137,Manhattan,Kips Bay,Yellow Zone,False,False,False
2024-01-05 03:48:33,2024-01-05 03:55:22,2024-01-05,2024,1,5,3,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,2,Small group,1.52,6.816666666666666,9.3,2.0,0.0,16.3,2.5,0.0,10.723684210526317,1.3643031784841078,21.50537634408602,1-3 miles,5-10 min,249,Manhattan,West Village,Yellow Zone,68,Manhattan,East Chelsea,Yellow Zone,False,False,False
2024-01-19 16:31:04,2024-01-19 16:58:20,2024-01-19,2024,1,19,16,Friday,4,False,Creative Mobile Technologies,Standard rate,Credit card,0,Zero reported,8.8,27.266666666666666,38.0,30.0,0.0,73.75,0.0,1.75,8.380681818181818,1.3936430317848412,78.94736842105263,5-10 miles,20-30 min,132,Queens,JFK Airport,Airports,177,Brooklyn,Ocean Hill,Boro Zone,False,False,False
2024-01-13 00:07:07,2024-01-13 00:23:20,2024-01-13,2024,1,13,0,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,3,Small group,5.32,16.216666666666665,23.3,5.66,0.0,33.96,2.5,0.0,6.383458646616541,1.4367934224049335,24.29184549356223,5-10 miles,10-20 min,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,45,Manhattan,Chinatown,Yellow Zone,False,False,False
2024-01-03 09:00:31,2024-01-03 09:17:26,2024-01-03,2024,1,3,9,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.45,16.916666666666668,17.0,5.25,0.0,26.25,2.5,0.0,10.714285714285714,1.0049261083743841,30.88235294117647,1-3 miles,10-20 min,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-27 21:57:05,2024-01-27 22:17:01,2024-01-27,2024,1,27,21,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.07,19.933333333333334,18.4,4.68,0.0,28.08,2.5,0.0,13.565217391304348,0.923076923076923,25.434782608695656,1-3 miles,10-20 min,79,Manhattan,East Village,Yellow Zone,87,Manhattan,Financial District North,Yellow Zone,False,False,False
2024-01-04 21:19:24,2024-01-04 21:23:36,2024-01-04,2024,1,4,21,Thursday,3,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.16,4.2,7.2,1.0,0.0,13.2,2.5,0.0,11.379310344827587,1.7142857142857142,13.88888888888889,1-3 miles,0-5 min,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,262,Manhattan,Yorkville East,Yellow Zone,False,False,False
2024-01-05 21:03:30,2024-01-05 21:32:10,2024-01-05,2024,1,5,21,Friday,4,False,VeriFone Inc.,JFK,Credit card,1,Solo,18.41,28.666666666666668,70.0,16.54,6.94,99.23,2.5,1.75,5.390005431830527,2.441860465116279,23.628571428571426,10-20 miles,20-30 min,132,Queens,JFK Airport,Airports,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-16 12:11:06,2024-01-16 12:21:24,2024-01-16,2024,1,16,12,Tuesday,1,False,VeriFone Inc.,Standard rate,Cash,2,Small group,0.48,10.3,10.0,0.0,0.0,14.0,2.5,0.0,29.166666666666668,0.9708737864077669,0.0,0-1 miles,10-20 min,229,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,140,Manhattan,Lenox Hill East,Yellow Zone,False,False,False
2024-01-02 15:42:41,2024-01-02 15:59:00,2024-01-02,2024,1,2,15,Tuesday,1,False,Creative Mobile Technologies,Standard rate,Credit card,0,Zero reported,3.1,16.316666666666666,18.4,2.5,0.0,24.9,2.5,0.0,8.032258064516128,1.1276813074565883,13.586956521739133,3-5 miles,10-20 min,68,Manhattan,East Chelsea,Yellow Zone,88,Manhattan,Financial District South,Yellow Zone,False,False,False
2024-01-20 18:21:19,2024-01-20 18:29:29,2024-01-20,2024,1,20,18,Saturday,5,True,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,0.6,8.166666666666666,7.2,2.8,0.0,14.0,2.5,0.0,23.333333333333336,0.8816326530612246,38.888888888888886,0-1 miles,5-10 min,249,Manhattan,West Village,Yellow Zone,158,Manhattan,Meatpacking/West Village West,Yellow Zone,False,False,False
2024-01-14 20:16:17,2024-01-14 20:36:30,2024-01-14,2024,1,14,20,Sunday,6,True,Creative Mobile Technologies,Unknown,Unknown,0,Unknown,3.0,20.216666666666665,19.8,3.72,0.0,28.52,,,9.506666666666666,0.9793899422918385,18.78787878787879,1-3 miles,20-30 min,90,Manhattan,Flatiron,Yellow Zone,141,Manhattan,Lenox Hill West,Yellow Zone,False,False,False
2024-01-12 13:17:29,2024-01-12 14:07:05,2024-01-12,2024,1,12,13,Friday,4,False,VeriFone Inc.,JFK,Credit card,2,Small group,21.33,49.6,70.0,16.19,6.94,98.88,2.5,1.75,4.6357243319268635,1.411290322580645,23.128571428571433,20+ miles,30-60 min,132,Queens,JFK Airport,Airports,142,Manhattan,Lincoln Square East,Yellow Zone,False,True,False
2024-01-13 15:44:31,2024-01-13 16:10:59,2024-01-13,2024,1,13,15,Saturday,5,True,Creative Mobile Technologies,Standard rate,Credit card,2,Small group,8.1,26.466666666666665,33.8,9.8,6.94,58.79,0.0,1.75,7.258024691358025,1.2770780856423174,28.99408284023669,5-10 miles,20-30 min,70,Queens,East Elmhurst,Boro Zone,41,Manhattan,Central Harlem,Boro Zone,False,False,False
2024-01-02 14:29:35,2024-01-02 14:35:11,2024-01-02,2024,1,2,14,Tuesday,1,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.92,5.6,7.9,2.38,0.0,14.28,2.5,0.0,15.521739130434781,1.4107142857142858,30.126582278481013,0-1 miles,5-10 min,142,Manhattan,Lincoln Square East,Yellow Zone,239,Manhattan,Upper West Side South,Yellow Zone,False,False,False
2024-01-04 11:49:19,2024-01-04 12:12:54,2024-01-04,2024,1,4,11,Thursday,3,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,3.3,23.583333333333332,23.3,5.45,0.0,32.75,2.5,0.0,9.924242424242426,0.9879858657243817,23.390557939914164,3-5 miles,20-30 min,113,Manhattan,Greenwich Village North,Yellow Zone,43,Manhattan,Central Park,Yellow Zone,False,False,False
2024-01-19 22:13:28,2024-01-19 22:25:20,2024-01-19,2024,1,19,22,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.13,11.866666666666667,11.4,3.28,0.0,19.68,2.5,0.0,17.415929203539825,0.9606741573033708,28.771929824561397,1-3 miles,10-20 min,141,Manhattan,Lenox Hill West,Yellow Zone,161,Manhattan,Midtown Center,Yellow Zone,False,False,False
2024-01-07 22:48:58,2024-01-07 23:03:48,2024-01-07,2024,1,7,22,Sunday,6,True,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,3.6,14.833333333333334,19.1,6.2,6.94,37.24,2.5,0.0,10.344444444444445,1.2876404494382023,32.460732984293195,3-5 miles,10-20 min,246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,145,Queens,Long Island City/Hunters Point,Boro Zone,False,False,False
2024-01-10 11:26:10,2024-01-10 11:37:30,2024-01-10,2024,1,10,11,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,1.7,11.333333333333334,12.1,4.0,0.0,20.1,2.5,0.0,11.823529411764707,1.0676470588235294,33.057851239669425,1-3 miles,10-20 min,237,Manhattan,Upper East Side South,Yellow Zone,142,Manhattan,Lincoln Square East,Yellow Zone,False,False,False
2024-01-20 09:50:00,2024-01-20 09:58:09,2024-01-20,2024,1,20,9,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.9,8.15,11.4,3.08,0.0,18.48,2.5,0.0,9.726315789473684,1.3987730061349692,27.017543859649123,1-3 miles,5-10 min,170,Manhattan,Murray Hill,Yellow Zone,163,Manhattan,Midtown North,Yellow Zone,False,False,False
2024-01-25 13:08:41,2024-01-25 13:46:13,2024-01-25,2024,1,25,13,Thursday,3,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,10.56,37.53333333333333,48.5,12.89,6.94,77.33,2.5,0.0,7.322916666666666,1.2921847246891653,26.577319587628867,10-20 miles,30-60 min,161,Manhattan,Midtown Center,Yellow Zone,138,Queens,LaGuardia Airport,Airports,False,False,False
2024-01-17 09:13:01,2024-01-17 09:37:34,2024-01-17,2024,1,17,9,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,6,Large group,3.77,24.55,24.0,7.0,0.0,35.0,2.5,0.0,9.283819628647215,0.9775967413441955,29.166666666666668,3-5 miles,20-30 min,113,Manhattan,Greenwich Village North,Yellow Zone,140,Manhattan,Lenox Hill East,Yellow Zone,False,False,False
2024-01-29 06:22:27,2024-01-29 06:31:44,2024-01-29,2024,1,29,6,Monday,0,False,VeriFone Inc.,Standard rate,Cash,1,Solo,1.59,9.283333333333333,11.4,0.0,0.0,15.4,2.5,0.0,9.685534591194969,1.2280071813285458,0.0,1-3 miles,5-10 min,161,Manhattan,Midtown Center,Yellow Zone,140,Manhattan,Lenox Hill East,Yellow Zone,False,False,False
2024-01-31 07:25:13,2024-01-31 07:40:01,2024-01-31,2024,1,31,7,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,1.7,14.8,14.2,3.6,0.0,21.8,2.5,0.0,12.823529411764707,0.9594594594594593,25.352112676056336,1-3 miles,10-20 min,68,Manhattan,East Chelsea,Yellow Zone,50,Manhattan,Clinton West,Yellow Zone,False,False,False
2024-01-15 16:12:32,2024-01-15 16:21:13,2024-01-15,2024,1,15,16,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,2,Small group,1.05,8.683333333333334,9.3,2.66,0.0,15.96,2.5,0.0,15.2,1.0710172744721689,28.602150537634408,1-3 miles,5-10 min,48,Manhattan,Clinton East,Yellow Zone,68,Manhattan,East Chelsea,Yellow Zone,False,False,False
2024-01-25 15:24:30,2024-01-25 16:36:05,2024-01-25,2024,1,25,15,Thursday,3,False,VeriFone Inc.,JFK,Credit card,2,Small group,18.38,71.58333333333333,70.0,15.0,6.94,95.94,2.5,0.0,5.219804134929271,0.9778812572759022,21.428571428571427,10-20 miles,60+ min,234,Manhattan,Union Sq,Yellow Zone,132,Queens,JFK Airport,Airports,False,False,True
2024-01-02 07:05:39,2024-01-02 07:16:31,2024-01-02,2024,1,2,7,Tuesday,1,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,3.6,10.866666666666667,17.0,0.0,0.0,18.5,0.0,0.0,5.138888888888888,1.5644171779141103,0.0,3-5 miles,10-20 min,75,Manhattan,East Harlem South,Boro Zone,42,Manhattan,Central Harlem North,Boro Zone,False,False,False
2024-01-29 10:47:30,2024-01-29 11:02:51,2024-01-29,2024,1,29,10,Monday,0,False,VeriFone Inc.,Standard rate,Cash,1,Solo,2.68,15.35,17.0,0.0,0.0,21.0,2.5,0.0,7.835820895522388,1.1074918566775245,0.0,1-3 miles,10-20 min,143,Manhattan,Lincoln Square West,Yellow Zone,166,Manhattan,Morningside Heights,Boro Zone,False,False,False
2024-01-31 23:29:56,2024-01-31 23:37:33,2024-01-31,2024,1,31,23,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,1.9,7.616666666666666,10.0,3.0,0.0,18.0,2.5,0.0,9.473684210526317,1.3129102844638951,30.0,1-3 miles,5-10 min,211,Manhattan,SoHo,Yellow Zone,246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,False,False,False
2024-01-04 13:36:04,2024-01-04 14:19:33,2024-01-04,2024,1,4,13,Thursday,3,False,VeriFone Inc.,JFK,Credit card,3,Small group,17.96,43.483333333333334,70.0,5.0,13.88,94.63,2.5,1.75,5.268930957683741,1.6098121885779992,7.142857142857142,10-20 miles,30-60 min,132,Queens,JFK Airport,Airports,141,Manhattan,Lenox Hill West,Yellow Zone,False,False,False
2024-01-21 18:17:26,2024-01-21 18:45:36,2024-01-21,2024,1,21,18,Sunday,6,True,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,4.6,28.166666666666668,27.5,6.3,0.0,37.8,2.5,0.0,8.217391304347826,0.9763313609467456,22.90909090909091,3-5 miles,20-30 min,148,Manhattan,Lower East Side,Yellow Zone,190,Brooklyn,Prospect Park,Boro Zone,False,False,False
2024-01-30 11:01:51,2024-01-30 11:08:34,2024-01-30,2024,1,30,11,Tuesday,1,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,0.6,6.716666666666667,7.2,2.25,0.0,13.45,2.5,0.0,22.416666666666668,1.0719602977667493,31.25,0-1 miles,5-10 min,236,Manhattan,Upper East Side North,Yellow Zone,237,Manhattan,Upper East Side South,Yellow Zone,False,False,False
2024-01-15 18:04:51,2024-01-15 18:27:55,2024-01-15,2024,1,15,18,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.31,23.066666666666666,20.5,2.0,0.0,26.5,2.5,0.0,11.471861471861471,0.888728323699422,9.75609756097561,1-3 miles,20-30 min,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,79,Manhattan,East Village,Yellow Zone,False,False,False
2024-01-05 19:23:43,2024-01-05 19:33:28,2024-01-05,2024,1,5,19,Friday,4,False,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,1.8,9.75,10.7,4.3,0.0,21.5,2.5,0.0,11.944444444444445,1.0974358974358973,40.18691588785047,1-3 miles,5-10 min,90,Manhattan,Flatiron,Yellow Zone,246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,False,False,False
2024-01-13 11:51:52,2024-01-13 12:09:25,2024-01-13,2024,1,13,11,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.44,17.55,17.0,4.2,0.0,25.2,2.5,0.0,10.327868852459016,0.9686609686609686,24.705882352941178,1-3 miles,10-20 min,107,Manhattan,Gramercy,Yellow Zone,246,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,False,False,False
2024-01-31 08:54:55,2024-01-31 09:19:17,2024-01-31,2024,1,31,8,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.85,24.366666666666667,20.5,4.9,0.0,29.4,2.5,0.0,15.891891891891891,0.841313269493844,23.902439024390247,1-3 miles,20-30 min,237,Manhattan,Upper East Side South,Yellow Zone,161,Manhattan,Midtown Center,Yellow Zone,False,False,False
2024-01-14 11:12:13,2024-01-14 11:25:37,2024-01-14,2024,1,14,11,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,2,Small group,1.82,13.4,13.5,3.5,0.0,21.0,2.5,0.0,11.538461538461538,1.007462686567164,25.925925925925924,1-3 miles,10-20 min,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,163,Manhattan,Midtown North,Yellow Zone,False,False,False
2024-01-07 17:08:04,2024-01-07 17:17:38,2024-01-07,2024,1,7,17,Sunday,6,True,VeriFone Inc.,Standard rate,Cash,3,Small group,0.78,9.566666666666666,10.0,0.0,0.0,14.0,2.5,0.0,17.94871794871795,1.0452961672473868,0.0,0-1 miles,5-10 min,161,Manhattan,Midtown Center,Yellow Zone,163,Manhattan,Midtown North,Yellow Zone,False,False,False
2024-01-12 21:30:54,2024-01-12 21:49:13,2024-01-12,2024,1,12,21,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,3.44,18.316666666666666,19.1,4.82,0.0,28.92,2.5,0.0,8.406976744186046,1.042766151046406,25.23560209424084,3-5 miles,10-20 min,90,Manhattan,Flatiron,Yellow Zone,239,Manhattan,Upper West Side South,Yellow Zone,False,False,False
2024-01-26 10:26:10,2024-01-26 10:34:40,2024-01-26,2024,1,26,10,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.77,8.5,10.7,2.94,0.0,17.64,2.5,0.0,9.966101694915254,1.2588235294117647,27.476635514018692,1-3 miles,5-10 min,239,Manhattan,Upper West Side South,Yellow Zone,43,Manhattan,Central Park,Yellow Zone,False,False,False
2024-01-31 22:39:25,2024-01-31 22:52:45,2024-01-31,2024,1,31,22,Wednesday,2,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.01,13.333333333333334,14.2,3.84,0.0,23.04,2.5,0.0,11.46268656716418,1.065,27.042253521126764,1-3 miles,10-20 min,148,Manhattan,Lower East Side,Yellow Zone,68,Manhattan,East Chelsea,Yellow Zone,False,False,False
2024-01-01 18:18:29,2024-01-01 18:28:30,2024-01-01,2024,1,1,18,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,2.07,10.016666666666667,12.8,2.0,0.0,18.8,2.5,0.0,9.082125603864736,1.2778702163061564,15.625,1-3 miles,10-20 min,114,Manhattan,Greenwich Village South,Yellow Zone,164,Manhattan,Midtown South,Yellow Zone,False,False,False
2024-01-27 19:49:29,2024-01-27 20:01:22,2024-01-27,2024,1,27,19,Saturday,5,True,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,0.9,11.883333333333333,11.4,1.5,0.0,16.9,2.5,0.0,18.777777777777775,0.9593267882187939,13.157894736842104,0-1 miles,10-20 min,79,Manhattan,East Village,Yellow Zone,107,Manhattan,Gramercy,Yellow Zone,False,False,False
2024-01-04 11:08:23,2024-01-04 11:23:35,2024-01-04,2024,1,4,11,Thursday,3,False,VeriFone Inc.,Standard rate,Cash,4,Large group,2.22,15.2,15.6,0.0,0.0,19.6,2.5,0.0,8.82882882882883,1.0263157894736843,0.0,1-3 miles,10-20 min,163,Manhattan,Midtown North,Yellow Zone,239,Manhattan,Upper West Side South,Yellow Zone,False,False,False
2024-01-13 18:23:20,2024-01-13 18:44:27,2024-01-13,2024,1,13,18,Saturday,5,True,Creative Mobile Technologies,Standard rate,Credit card,1,Solo,1.5,21.116666666666667,17.7,4.3,0.0,26.0,2.5,0.0,17.333333333333332,0.8382004735595895,24.293785310734464,1-3 miles,20-30 min,233,Manhattan,UN/Turtle Bay South,Yellow Zone,48,Manhattan,Clinton East,Yellow Zone,False,False,False
2024-01-26 18:16:57,2024-01-26 18:44:21,2024-01-26,2024,1,26,18,Friday,4,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,4.22,27.4,26.8,8.32,0.0,41.62,2.5,0.0,9.862559241706162,0.9781021897810219,31.044776119402982,3-5 miles,20-30 min,68,Manhattan,East Chelsea,Yellow Zone,262,Manhattan,Yorkville East,Yellow Zone,False,False,False
2024-01-15 10:52:06,2024-01-15 10:55:38,2024-01-15,2024,1,15,10,Monday,0,False,VeriFone Inc.,Standard rate,Credit card,1,Solo,0.69,3.533333333333333,5.8,3.0,0.0,12.8,2.5,0.0,18.550724637681164,1.6415094339622642,51.724137931034484,0-1 miles,0-5 min,237,Manhattan,Upper East Side South,Yellow Zone,161,Manhattan,Midtown Center,Yellow Zone,False,False,False
2024-01-28 10:38:24,2024-01-28 10:57:08,2024-01-28,2024,1,28,10,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,8.09,18.733333333333334,33.8,7.72,6.94,59.21,2.5,1.75,7.3189122373300375,1.8042704626334518,22.840236686390533,5-10 miles,10-20 min,138,Queens,LaGuardia Airport,Airports,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
2024-01-19 09:12:51,2024-01-19 09:16:30,2024-01-19,2024,1,19,9,Friday,4,False,VeriFone Inc.,Standard rate,No charge,1,Solo,0.29,3.65,5.1,0.0,0.0,9.1,2.5,0.0,31.379310344827587,1.3972602739726028,0.0,0-1 miles,0-5 min,137,Manhattan,Kips Bay,Yellow Zone,170,Manhattan,Murray Hill,Yellow Zone,False,False,False
2024-01-20 17:55:58,2024-01-20 18:02:49,2024-01-20,2024,1,20,17,Saturday,5,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.07,6.85,8.6,2.52,0.0,15.12,2.5,0.0,14.130841121495326,1.2554744525547445,29.30232558139535,1-3 miles,5-10 min,211,Manhattan,SoHo,Yellow Zone,231,Manhattan,TriBeCa/Civic Center,Yellow Zone,False,False,False
2024-01-14 21:47:56,2024-01-14 21:56:32,2024-01-14,2024,1,14,21,Sunday,6,True,VeriFone Inc.,Standard rate,Cash,1,Solo,2.0,8.6,11.4,0.0,0.0,16.4,2.5,0.0,8.2,1.3255813953488373,0.0,1-3 miles,5-10 min,141,Manhattan,Lenox Hill West,Yellow Zone,162,Manhattan,Midtown East,Yellow Zone,False,False,False
2024-01-30 22:16:34,2024-01-30 22:25:54,2024-01-30,2024,1,30,22,Tuesday,1,False,VeriFone Inc.,Standard rate,Cash,1,Solo,1.4,9.333333333333334,10.7,0.0,0.0,15.7,2.5,0.0,11.214285714285715,1.1464285714285714,0.0,1-3 miles,5-10 min,230,Manhattan,Times Sq/Theatre District,Yellow Zone,239,Manhattan,Upper West Side South,Yellow Zone,False,False,False
2024-01-03 15:28:50,2024-01-03 16:14:46,2024-01-03,2024,1,3,15,Wednesday,2,False,Creative Mobile Technologies,Standard rate,Cash,1,Solo,10.2,45.93333333333333,45.0,0.0,6.94,55.94,2.5,0.0,5.484313725490196,0.9796806966618288,0.0,10-20 miles,30-60 min,162,Manhattan,Midtown East,Yellow Zone,181,Brooklyn,Park Slope,Boro Zone,False,False,False
2024-01-28 12:00:57,2024-01-28 12:04:53,2024-01-28,2024,1,28,12,Sunday,6,True,VeriFone Inc.,Standard rate,Credit card,1,Solo,1.23,3.933333333333333,7.2,1.5,0.0,12.7,2.5,0.0,10.32520325203252,1.8305084745762714,20.833333333333332,1-3 miles,0-5 min,237,Manhattan,Upper East Side South,Yellow Zone,236,Manhattan,Upper East Side North,Yellow Zone,False,False,False
